"ray/tune/custom_metrics/real_step_max","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MAX"
"519","21","21","21","108.81475830078125","108.81475830078125","108.81475830078125","","","","","","","","","","","",""
"521","20","20","20","98.9924545288086","98.9924545288086","98.9924545288086","14","14","14","106.41545104980469","106.41545104980469","106.41545104980469","18","18","18","100.90909576416016","100.90909576416016","100.90909576416016"
"523","","","","","","","","","","","","","18","18","18","108.03802490234375","108.03802490234375","108.03802490234375"
"524","20","20","20","100.77664947509766","100.77664947509766","100.77664947509766","","","","","","","","","","","",""
"526","20","20","20","104.10749053955078","104.10749053955078","104.10749053955078","","","","","","","","","","","",""
"528","","","","","","","14","14","14","110.71087646484375","110.71087646484375","110.71087646484375","","","","","",""
"532","","","","","","","","","","","","","20","19","21","105.61700820922852","104.15151977539062","107.0824966430664"
"534","","","","","","","14","14","14","104.06143188476562","104.06143188476562","104.06143188476562","","","","","",""
"535","","","","","","","13","13","13","93.47364807128906","93.47364807128906","93.47364807128906","","","","","",""
"539","20","20","20","100.31791687011719","100.31791687011719","100.31791687011719","","","","","","","","","","","",""
"548","22","22","22","100.61624145507812","100.61624145507812","100.61624145507812","14","14","14","104.78992462158203","104.78992462158203","104.78992462158203","19","19","19","104.91651153564453","104.91651153564453","104.91651153564453"
"549","21","21","21","106.43650817871094","106.43650817871094","106.43650817871094","","","","","","","19","19","19","106.00796508789062","106.00796508789062","106.00796508789062"
"551","21","21","21","103.48686218261719","103.48686218261719","103.48686218261719","","","","","","","","","","","",""
"554","21","21","21","109.647216796875","109.647216796875","109.647216796875","","","","","","","","","","","",""
"559","","","","","","","","","","","","","19","19","19","103.66326141357422","103.66326141357422","103.66326141357422"
"562","","","","","","","15","15","15","106.58306884765625","106.58306884765625","106.58306884765625","","","","","",""
"563","21","21","21","107.5762710571289","107.5762710571289","107.5762710571289","","","","","","","","","","","",""
"566","","","","","","","","","","","","","21","20","22","107.3564224243164","106.128173828125","108.58467102050781"
"567","","","","","","","15","15","15","107.83984375","107.83984375","107.83984375","","","","","",""
"575","22.333333333333332","22","23","107.96413167317708","106.35640716552734","109.99861907958984","15","15","15","109.5483627319336","109.5483627319336","109.5483627319336","","","","","",""
"576","","","","","","","14","14","14","104.13727569580078","104.13727569580078","104.13727569580078","","","","","",""
"577","22","22","22","105.43257904052734","105.43257904052734","105.43257904052734","","","","","","","","","","","",""
"585","","","","","","","","","","","","","20","20","20","97.86873626708984","97.86873626708984","97.86873626708984"
"588","22","22","22","103.03607177734375","103.03607177734375","103.03607177734375","","","","","","","20","20","20","109.29846954345703","109.29846954345703","109.29846954345703"
"589","","","","","","","15","15","15","107.20635223388672","107.20635223388672","107.20635223388672","","","","","",""
"590","","","","","","","","","","","","","20","20","20","96.3144760131836","96.3144760131836","96.3144760131836"
"594","","","","","","","","","","","","","21","21","21","107.66019439697266","107.66019439697266","107.66019439697266"
"599","","","","","","","16","16","16","106.41563415527344","106.41563415527344","106.41563415527344","23","23","23","103.77655029296875","103.77655029296875","103.77655029296875"
"601","23","23","23","99.85888671875","99.85888671875","99.85888671875","","","","","","","","","","","",""
"605","24","24","24","104.00543212890625","104.00543212890625","104.00543212890625","","","","","","","","","","","",""
"606","","","","","","","16","16","16","102.28271484375","102.28271484375","102.28271484375","","","","","",""
"607","","","","","","","16","16","16","108.51771545410156","108.51771545410156","108.51771545410156","","","","","",""
"609","23","23","23","103.25691986083984","103.25691986083984","103.25691986083984","","","","","","","","","","","",""
"610","23","23","23","95.81645965576172","95.81645965576172","95.81645965576172","","","","","","","","","","","",""
"611","","","","","","","15","15","15","110.49070739746094","110.49070739746094","110.49070739746094","","","","","",""
"613","","","","","","","","","","","","","21","21","21","110.84716796875","110.84716796875","110.84716796875"
"617","","","","","","","","","","","","","21.5","21","22","108.5062370300293","107.86941528320312","109.14305877685547"
"618","","","","","","","","","","","","","21","21","21","107.23207092285156","107.23207092285156","107.23207092285156"
"619","23","23","23","100.04145812988281","100.04145812988281","100.04145812988281","","","","","","","","","","","",""
"621","","","","","","","16","16","16","108.79003143310547","108.79003143310547","108.79003143310547","","","","","",""
"624","24","24","24","105.82042694091797","105.82042694091797","105.82042694091797","","","","","","","","","","","",""
"626","","","","","","","","","","","","","24","24","24","105.74137878417969","105.74137878417969","105.74137878417969"
"634","24.5","24","25","105.13961791992188","103.82312774658203","106.45610809326172","","","","","","","","","","","",""
"638","","","","","","","17","17","17","103.85558319091797","103.85558319091797","103.85558319091797","","","","","",""
"641","24","24","24","99.81070709228516","99.81070709228516","99.81070709228516","","","","","","","","","","","",""
"644","","","","","","","","","","","","","22.5","22","23","107.81703186035156","105.7125244140625","109.92153930664062"
"645","","","","","","","","","","","","","22","22","22","95.91191864013672","95.91191864013672","95.91191864013672"
"648","","","","","","","","","","","","","22","22","22","100.74260711669922","100.74260711669922","100.74260711669922"
"649","25","25","25","101.68553161621094","101.68553161621094","101.68553161621094","","","","","","","","","","","",""
"651","","","","","","","","","","","","","25","25","25","104.32958984375","104.32958984375","104.32958984375"
"654","24","24","24","98.74846649169922","98.74846649169922","98.74846649169922","16","16","16","101.40618133544922","101.40618133544922","101.40618133544922","","","","","",""
"655","","","","","","","17","17","17","105.50289154052734","105.50289154052734","105.50289154052734","","","","","",""
"656","25","25","25","104.51597595214844","104.51597595214844","104.51597595214844","","","","","","","","","","","",""
"659","","","","","","","17","17","17","106.81915283203125","106.81915283203125","106.81915283203125","","","","","",""
"660","","","","","","","17","17","17","97.21826171875","97.21826171875","97.21826171875","","","","","",""
"668","26","26","26","97.19762420654297","97.19762420654297","97.19762420654297","","","","","","","","","","","",""
"670","25","25","25","102.14659118652344","102.14659118652344","102.14659118652344","","","","","","","","","","","",""
"672","","","","","","","","","","","","","24","24","24","109.01314544677734","109.01314544677734","109.01314544677734"
"673","","","","","","","","","","","","","23","23","23","105.61975860595703","105.61975860595703","105.61975860595703"
"675","","","","","","","","","","","","","23","23","23","107.91929626464844","107.91929626464844","107.91929626464844"
"678","","","","","","","","","","","","","23","23","23","102.43335723876953","102.43335723876953","102.43335723876953"
"679","","","","","","","","","","","","","26","26","26","105.44706726074219","105.44706726074219","105.44706726074219"
"683","26","26","26","101.34390258789062","101.34390258789062","101.34390258789062","18","18","18","103.86056518554688","103.86056518554688","103.86056518554688","","","","","",""
"686","25","25","25","100.10908508300781","100.10908508300781","100.10908508300781","","","","","","","","","","","",""
"688","26","26","26","105.75070190429688","105.75070190429688","105.75070190429688","","","","","","","","","","","",""
"693","26","26","26","110.1070556640625","110.1070556640625","110.1070556640625","","","","","","","","","","","",""
"694","","","","","","","18","18","18","101.54371643066406","101.54371643066406","101.54371643066406","","","","","",""
"696","","","","","","","17","17","17","102.63653564453125","102.63653564453125","102.63653564453125","","","","","",""
"697","","","","","","","18","18","18","111.12102508544922","111.12102508544922","111.12102508544922","","","","","",""
"699","27","27","27","95.88751220703125","95.88751220703125","95.88751220703125","","","","","","","","","","","",""
"702","","","","","","","18","18","18","102.66342163085938","102.66342163085938","102.66342163085938","","","","","",""
"704","","","","","","","","","","","","","24.333333333333332","24","25","103.04236602783203","100.79183197021484","104.83353424072266"
"706","","","","","","","","","","","","","24","24","24","99.90743255615234","99.90743255615234","99.90743255615234"
"708","27","27","27","99.55384826660156","99.55384826660156","99.55384826660156","","","","","","","","","","","",""
"710","","","","","","","","","","","","","27","27","27","105.77043151855469","105.77043151855469","105.77043151855469"
"716","26","26","26","102.14824676513672","102.14824676513672","102.14824676513672","","","","","","","","","","","",""
"719","27","27","27","104.16850280761719","104.16850280761719","104.16850280761719","","","","","","","","","","","",""
"725","27","27","27","98.34545135498047","98.34545135498047","98.34545135498047","","","","","","","","","","","",""
"728","","","","","","","19","19","19","103.91789245605469","103.91789245605469","103.91789245605469","","","","","",""
"729","28","28","28","99.57809448242188","99.57809448242188","99.57809448242188","","","","","","","","","","","",""
"730","","","","","","","19","19","19","110.0039291381836","110.0039291381836","110.0039291381836","25","25","25","102.44622802734375","102.44622802734375","102.44622802734375"
"738","","","","","","","","","","","","","25","25","25","103.5609359741211","103.5609359741211","103.5609359741211"
"739","","","","","","","","","","","","","25","25","25","100.23749542236328","100.23749542236328","100.23749542236328"
"741","28","28","28","100.42578125","100.42578125","100.42578125","","","","","","","26","26","26","106.39248657226562","106.39248657226562","106.39248657226562"
"742","","","","","","","","","","","","","28","28","28","102.1077880859375","102.1077880859375","102.1077880859375"
"743","27","27","27","98.98664093017578","98.98664093017578","98.98664093017578","","","","","","","","","","","",""
"744","","","","","","","19","19","19","98.2884292602539","98.2884292602539","98.2884292602539","","","","","",""
"745","","","","","","","18","18","18","98.97090911865234","98.97090911865234","98.97090911865234","","","","","",""
"748","","","","","","","19","19","19","107.41742706298828","107.41742706298828","107.41742706298828","","","","","",""
"752","28","28","28","98.22737884521484","98.22737884521484","98.22737884521484","","","","","","","","","","","",""
"753","28","28","28","102.75271606445312","102.75271606445312","102.75271606445312","","","","","","","","","","","",""
"764","","","","","","","20","20","20","105.02249145507812","105.02249145507812","105.02249145507812","","","","","",""
"765","","","","","","","","","","","","","26","26","26","102.7020492553711","102.7020492553711","102.7020492553711"
"766","29","29","29","95.96707916259766","95.96707916259766","95.96707916259766","","","","","","","26","26","26","99.970947265625","99.970947265625","99.970947265625"
"770","29","29","29","104.9136734008789","104.9136734008789","104.9136734008789","","","","","","","","","","","",""
"771","","","","","","","","","","","","","28","27","29","101.66802215576172","98.51769256591797","104.81835174560547"
"772","","","","","","","20","20","20","106.14608001708984","106.14608001708984","106.14608001708984","","","","","",""
"773","","","","","","","","","","","","","26","26","26","102.27468872070312","102.27468872070312","102.27468872070312"
"775","28","28","28","103.84953308105469","103.84953308105469","103.84953308105469","","","","","","","","","","","",""
"780","","","","","","","19","19","19","106.63068389892578","106.63068389892578","106.63068389892578","","","","","",""
"782","29","29","29","104.78428649902344","104.78428649902344","104.78428649902344","","","","","","","","","","","",""
"783","","","","","","","20","20","20","107.5224838256836","107.5224838256836","107.5224838256836","","","","","",""
"787","29","29","29","105.65621948242188","105.65621948242188","105.65621948242188","","","","","","","","","","","",""
"789","30","30","30","102.24119567871094","102.24119567871094","102.24119567871094","","","","","","","","","","","",""
"795","","","","","","","20","20","20","105.26448059082031","105.26448059082031","105.26448059082031","28","28","28","106.16805267333984","106.16805267333984","106.16805267333984"
"797","","","","","","","","","","","","","27","27","27","102.6080093383789","102.6080093383789","102.6080093383789"
"803","30","30","30","105.14241027832031","105.14241027832031","105.14241027832031","","","","","","","","","","","",""
"804","","","","","","","","","","","","","27","27","27","103.10517120361328","103.10517120361328","103.10517120361328"
"805","","","","","","","","","","","","","27","27","27","97.08426666259766","97.08426666259766","97.08426666259766"
"809","29","29","29","94.83499908447266","94.83499908447266","94.83499908447266","21","21","21","103.66267395019531","103.66267395019531","103.66267395019531","30","30","30","97.8436279296875","97.8436279296875","97.8436279296875"
"811","","","","","","","21","21","21","109.26158905029297","109.26158905029297","109.26158905029297","","","","","",""
"819","30","30","30","101.78276824951172","101.78276824951172","101.78276824951172","","","","","","","","","","","",""
"820","30","30","30","100.54850006103516","100.54850006103516","100.54850006103516","20","20","20","107.05664825439453","107.05664825439453","107.05664825439453","","","","","",""
"821","31","31","31","100.5069808959961","100.5069808959961","100.5069808959961","","","","","","","","","","","",""
"825","","","","","","","21","21","21","101.05120086669922","101.05120086669922","101.05120086669922","","","","","",""
"832","","","","","","","21","21","21","106.71836853027344","106.71836853027344","106.71836853027344","","","","","",""
"833","","","","","","","","","","","","","28","28","28","96.41165924072266","96.41165924072266","96.41165924072266"
"834","31","31","31","101.11646270751953","101.11646270751953","101.11646270751953","","","","","","","29","29","29","98.9607925415039","98.9607925415039","98.9607925415039"
"836","","","","","","","","","","","","","28","28","28","101.25360107421875","101.25360107421875","101.25360107421875"
"842","30","30","30","97.41385650634766","97.41385650634766","97.41385650634766","","","","","","","","","","","",""
"846","","","","","","","","","","","","","28","28","28","97.32135009765625","97.32135009765625","97.32135009765625"
"847","32","32","32","103.87484741210938","103.87484741210938","103.87484741210938","","","","","","","","","","","",""
"848","31","31","31","108.10595703125","108.10595703125","108.10595703125","","","","","","","","","","","",""
"850","31","31","31","104.12501525878906","104.12501525878906","104.12501525878906","22","22","22","103.29117584228516","103.29117584228516","103.29117584228516","31","31","31","98.71439361572266","98.71439361572266","98.71439361572266"
"856","","","","","","","22","22","22","98.34137725830078","98.34137725830078","98.34137725830078","","","","","",""
"860","","","","","","","21","21","21","104.14570617675781","104.14570617675781","104.14570617675781","","","","","",""
"861","32","32","32","101.77395629882812","101.77395629882812","101.77395629882812","","","","","","","","","","","",""
"864","","","","","","","","","","","","","29","29","29","104.18331146240234","104.18331146240234","104.18331146240234"
"869","31","31","31","100.69832611083984","100.69832611083984","100.69832611083984","","","","","","","","","","","",""
"871","","","","","","","","","","","","","29","29","29","100.9359359741211","100.9359359741211","100.9359359741211"
"872","","","","","","","22","22","22","102.13914489746094","102.13914489746094","102.13914489746094","","","","","",""
"876","","","","","","","","","","","","","30","30","30","101.4393310546875","101.4393310546875","101.4393310546875"
"878","32","32","32","99.50489044189453","99.50489044189453","99.50489044189453","","","","","","","","","","","",""
"879","32","32","32","101.8296127319336","101.8296127319336","101.8296127319336","","","","","","","","","","","",""
"880","33","33","33","102.77400207519531","102.77400207519531","102.77400207519531","","","","","","","","","","","",""
"881","","","","","","","22","22","22","106.83444213867188","106.83444213867188","106.83444213867188","","","","","",""
